Bjelovarsko.bilogorska,Brodsko.posavska,Dubrovačko.neretvanska,Grad.Zagreb,Istarska,Karlovačka,Koprivničko.križevačka,Krapinsko.zagorska,Ličko.senjska,Međimurska,Osječko.baranjska,Požeško.slavonska,Primorsko.goranska,Šibensko.kninska,Sisačko.moslavačka,Splitsko.dalmatinska,Varaždinska,Virovitičko.podravska,Vukovarsko.srijemska,Zadarska,Zagrebačka,Hrvatska,Datum
158,198,55,652,102,132,172,161,77,179,126,39,369,108,344,346,204,61,143,208,562,4396,2020-12-10
111,154,60,658,92,87,124,152,46,170,341,35,346,143,126,491,221,58,86,138,496,4135,2020-12-11
151,100,26,389,86,97,40,157,14,155,191,14,458,24,222,428,188,62,77,85,399,3363,2020-12-12
94,101,3,231,66,44,3,44,16,5,143,26,4,8,43,280,104,62,67,84,44,1472,2020-12-13
35,30,24,417,87,103,83,21,26,76,206,26,122,104,139,378,84,4,41,106,248,2360,2020-12-14
95,64,32,464,95,84,64,80,43,234,252,33,347,134,77,376,231,41,58,122,401,3327,2020-12-15
89,175,39,559,93,103,181,135,46,125,245,56,467,130,199,367,206,64,110,131,398,3918,2020-12-16
99,67,19,494,74,129,92,77,34,120,256,43,293,53,173,356,167,100,69,124,433,3272,2020-12-17
136,85,36,484,86,103,86,89,29,85,186,23,255,91,64,367,88,11,65,91,292,2752,2020-12-18
110,73,23,226,22,36,29,107,9,112,106,60,221,14,115,154,168,74,61,71,184,1975,2020-12-19
70,48,4,114,6,25,5,21,8,4,87,1,11,2,24,97,46,27,68,64,34,766,2020-12-20
41,12,26,211,67,68,10,12,16,62,128,9,211,86,103,228,46,29,21,42,167,1595,2020-12-21
95,78,26,356,90,83,123,91,27,180,158,29,314,100,117,279,166,44,41,82,284,2763,2020-12-22
57,70,22,325,58,102,79,11,32,86,165,28,259,72,117,243,101,10,55,67,274,2233,2020-12-23
130,53,20,317,67,24,32,92,24,88,110,31,212,51,80,34,76,29,42,70,61,1643,2020-12-24
21,53,0,31,25,6,0,33,0,0,29,10,15,2,41,16,4,29,25,0,10,350,2020-12-25
4,20,12,72,7,18,9,1,8,46,55,1,77,2,6,222,11,0,17,15,15,618,2020-12-26
3,9,5,52,2,7,0,30,2,1,46,0,7,1,7,39,42,18,2,25,18,316,2020-12-27
24,32,22,208,46,78,25,39,8,38,72,13,140,47,153,101,22,8,13,44,217,1350,2020-12-28
17,47,33,207,71,102,65,8,4,137,91,11,196,62,20,298,136,42,5,72,226,1850,2020-12-29
85,135,16,380,43,62,47,72,37,71,160,16,253,83,141,285,106,43,65,79,212,2391,2020-12-30
66,31,17,246,48,27,25,32,9,70,77,34,138,26,35,45,85,4,45,61,49,1170,2020-12-31
8,56,2,12,1,10,3,22,0,3,19,17,2,0,16,9,20,21,20,7,7,255,2021-01-01
11,19,10,116,13,9,7,15,2,36,36,6,75,4,8,206,35,9,8,18,53,696,2021-01-02
45,28,2,47,0,3,0,5,2,1,37,1,12,6,7,62,20,28,30,16,9,361,2021-01-03
26,42,7,133,68,42,22,25,6,39,57,15,93,29,111,109,24,5,16,33,169,1071,2021-01-04
36,22,32,249,50,61,66,46,24,135,84,9,211,47,56,307,147,29,17,45,223,1896,2021-01-05
52,76,2,130,3,5,2,13,0,12,38,20,13,1,13,91,12,26,24,7,22,562,2021-01-06
27,17,24,176,41,45,19,27,10,59,55,5,123,35,60,106,58,25,12,42,132,1098,2021-01-07
32,23,24,191,54,51,26,26,15,74,97,24,110,43,124,169,65,27,26,49,151,1401,2021-01-08
44,83,15,78,6,2,26,10,7,24,46,1,72,1,9,76,55,19,26,21,25,646,2021-01-09
4,6,4,48,2,12,2,10,1,1,18,1,11,1,6,21,5,15,19,31,12,230,2021-01-10
9,17,10,109,43,38,21,29,4,26,61,8,74,33,52,61,32,7,11,12,102,759,2021-01-11
26,28,36,141,35,40,22,22,5,46,67,14,80,40,53,185,75,19,21,44,136,1135,2021-01-12
62,51,22,121,16,15,28,15,0,63,47,16,61,21,96,100,45,25,35,47,94,980,2021-01-13
31,32,20,116,17,17,21,11,7,20,38,12,65,20,37,84,23,14,19,45,66,715,2021-01-14
22,43,14,114,15,20,23,21,3,29,29,8,66,30,56,98,39,15,27,34,57,763,2021-01-15
18,11,0,57,3,2,4,9,9,42,22,3,50,1,11,72,31,9,2,8,15,379,2021-01-16
3,14,19,26,2,0,0,4,0,0,15,0,1,1,4,22,15,11,12,9,16,174,2021-01-17
8,26,11,96,16,17,17,14,2,6,30,4,44,17,58,47,19,4,10,20,54,520,2021-01-18
9,39,20,178,12,24,36,21,7,37,29,7,55,32,42,142,36,19,23,31,103,902,2021-01-19
18,11,13,140,11,19,23,8,3,26,47,10,67,46,58,120,42,11,13,34,56,776,2021-01-20
18,33,14,107,7,14,11,4,9,38,31,3,49,25,30,70,42,10,15,36,77,643,2021-01-21
12,35,7,92,13,10,24,6,2,29,15,8,46,35,61,81,24,7,11,30,51,599,2021-01-22
6,16,14,73,4,3,8,3,5,17,19,5,22,7,8,78,15,8,5,20,16,352,2021-01-23
20,10,3,34,0,2,0,6,0,0,13,0,3,3,7,5,7,8,9,0,4,134,2021-01-24
8,8,1,50,7,18,10,16,3,13,15,1,40,23,63,64,26,2,10,24,46,448,2021-01-25
21,12,42,138,16,29,33,11,9,40,32,10,56,27,54,127,41,17,15,26,101,857,2021-01-26
18,36,19,119,13,13,14,7,6,17,25,3,31,29,45,75,23,15,15,26,70,619,2021-01-27
12,35,18,87,7,12,18,21,7,24,19,6,36,15,25,73,30,11,13,33,59,561,2021-01-28
19,21,19,80,8,19,14,8,2,13,25,10,48,27,31,72,32,4,13,36,50,551,2021-01-29
15,17,10,47,1,1,10,6,6,18,19,2,45,3,6,78,17,7,2,7,19,336,2021-01-30
2,7,3,14,0,0,0,2,0,0,10,0,2,3,3,16,9,3,6,9,5,94,2021-01-31
5,6,19,72,7,7,13,8,2,13,11,1,40,16,30,78,19,0,8,2,30,387,2021-02-01
22,35,11,104,8,18,18,19,13,31,34,5,40,17,22,156,27,0,23,38,89,730,2021-02-02
10,21,29,82,8,19,26,8,6,39,18,2,54,21,26,22,20,6,20,42,37,516,2021-02-03
8,19,16,83,6,8,9,8,5,22,18,7,42,7,13,153,29,3,18,35,40,549,2021-02-04
12,15,23,53,9,15,18,11,4,14,13,2,24,14,18,84,18,3,16,19,39,424,2021-02-05
6,17,9,34,2,0,4,7,6,15,10,1,42,3,5,70,16,10,4,11,4,276,2021-02-06
2,1,1,11,1,0,0,2,0,2,8,0,6,1,4,10,4,3,5,6,4,71,2021-02-07
2,7,11,43,7,14,3,7,3,12,17,1,19,16,11,38,12,1,10,13,36,283,2021-02-08
11,16,12,88,12,26,18,7,9,34,32,3,55,15,13,118,27,3,6,20,52,577,2021-02-09
6,9,18,46,2,10,5,3,7,13,20,0,33,12,18,57,22,8,32,21,34,376,2021-02-10
5,18,21,58,6,14,4,3,10,9,19,3,38,14,15,72,21,2,7,11,21,371,2021-02-11
2,15,17,52,0,22,14,6,7,14,15,2,30,19,10,69,19,2,10,18,36,379,2021-02-12
6,18,11,24,1,2,2,2,4,9,5,0,26,1,1,52,12,3,5,10,4,198,2021-02-13
3,2,2,12,1,0,1,4,0,0,7,0,4,1,3,2,5,1,8,7,5,68,2021-02-14
0,5,29,49,4,19,4,7,4,4,7,0,30,10,15,39,10,3,14,6,15,274,2021-02-15
10,34,25,74,3,22,14,10,5,21,22,2,32,17,17,85,16,0,23,15,55,502,2021-02-16
4,26,16,52,3,15,16,5,10,9,27,3,28,8,11,49,15,13,7,16,32,365,2021-02-17
7,29,20,74,7,17,3,9,2,17,13,2,24,7,9,68,12,0,20,19,29,388,2021-02-18
6,25,40,78,9,13,10,8,3,3,10,10,33,15,20,70,16,7,15,10,30,431,2021-02-19
1,12,40,40,5,2,3,0,5,12,13,4,20,2,1,62,11,6,5,8,8,260,2021-02-20
1,3,4,13,3,0,1,4,0,2,13,1,2,0,0,7,2,4,5,4,3,72,2021-02-21
0,16,40,59,4,11,8,5,4,4,17,0,32,13,16,56,10,2,7,13,26,343,2021-02-22
5,36,57,115,7,29,13,12,12,26,17,6,57,16,16,154,8,6,8,26,62,688,2021-02-23
4,21,47,78,5,24,13,5,4,12,29,2,46,16,25,103,20,0,31,33,26,544,2021-02-24
4,27,57,68,6,26,11,10,6,13,29,4,55,17,14,62,8,14,10,31,33,505,2021-02-25
2,24,48,78,4,16,13,4,13,9,22,3,57,22,11,74,13,3,12,47,45,520,2021-02-26
0,28,50,25,2,5,4,6,8,19,17,6,30,24,4,76,25,6,6,5,10,356,2021-02-27
2,4,6,17,2,0,0,2,0,0,13,0,0,2,0,10,7,3,11,9,3,91,2021-02-28
3,6,49,46,9,28,4,7,3,9,12,5,52,7,17,58,11,1,11,26,30,394,2021-03-01
12,20,58,94,4,43,6,6,18,17,34,8,69,23,18,165,19,9,24,35,65,747,2021-03-02
2,39,74,71,7,45,17,7,5,12,72,2,79,16,21,97,21,5,15,28,32,667,2021-03-03
1,33,50,69,1,29,2,7,13,13,34,5,69,20,7,101,26,8,19,43,40,590,2021-03-04
5,21,50,94,6,20,10,8,23,26,29,2,94,24,19,96,27,9,18,39,38,658,2021-03-05
3,11,38,51,2,3,3,7,6,12,12,2,77,2,0,102,22,0,10,22,9,394,2021-03-06
0,4,6,19,2,0,1,8,1,0,4,0,7,0,1,5,7,6,1,15,7,94,2021-03-07
5,12,39,78,6,19,0,11,7,16,14,3,84,15,14,59,18,2,5,46,38,491,2021-03-08
7,17,58,118,20,31,14,15,21,25,30,5,149,46,11,204,44,3,32,37,75,962,2021-03-09
8,16,57,130,14,33,9,11,13,16,21,9,138,24,12,107,38,2,21,52,46,777,2021-03-10
9,22,45,128,10,43,4,16,29,19,28,5,152,26,7,133,29,3,10,60,45,823,2021-03-11
5,19,33,118,17,39,13,7,10,19,16,6,154,34,14,134,54,4,18,53,56,823,2021-03-12
3,25,36,87,6,6,3,3,14,9,5,7,117,19,1,113,46,6,13,24,18,561,2021-03-13
1,3,3,16,4,3,0,13,1,0,17,0,14,8,1,6,17,7,0,12,3,129,2021-03-14
3,6,54,83,19,34,8,18,17,11,19,4,122,46,16,97,22,0,10,47,55,691,2021-03-15
18,37,55,222,21,70,1,21,38,18,30,6,295,75,6,262,75,3,22,68,102,1445,2021-03-16
17,18,55,156,9,76,24,16,19,13,39,17,256,65,26,198,46,3,21,54,69,1197,2021-03-17
10,39,42,164,9,57,8,20,16,19,23,4,235,47,5,195,41,3,24,65,86,1112,2021-03-18
18,10,63,195,8,54,10,19,19,19,19,13,212,67,22,213,61,3,20,66,75,1186,2021-03-19
9,49,35,125,5,6,4,14,12,19,17,9,220,10,2,150,61,9,18,35,25,834,2021-03-20
2,9,3,33,1,2,0,1,1,2,8,0,12,3,2,14,28,3,1,14,11,150,2021-03-21
2,4,68,155,18,44,4,18,19,21,25,6,186,44,9,130,39,4,11,80,69,956,2021-03-22
41,30,78,347,12,78,11,22,31,48,36,4,355,112,18,312,102,6,38,65,145,1891,2021-03-23
16,41,68,278,15,81,10,21,17,27,56,16,269,110,35,294,67,2,40,83,127,1673,2021-03-24
26,39,46,291,19,100,4,28,19,43,85,7,361,84,13,275,65,5,47,122,123,1802,2021-03-25
23,34,50,317,22,113,11,12,19,27,60,11,313,116,20,294,61,4,54,83,146,1790,2021-03-26
17,30,44,223,14,15,7,0,29,37,25,6,378,14,1,263,71,8,26,76,37,1321,2021-03-27
4,21,2,59,4,1,4,20,0,2,24,0,24,14,2,17,41,3,2,43,13,300,2021-03-28
15,27,76,257,17,82,4,25,15,15,32,17,257,79,25,255,30,2,30,95,132,1487,2021-03-29
73,17,115,451,16,94,37,38,36,73,59,16,614,124,25,392,72,11,65,99,196,2623,2021-03-30
52,75,69,462,20,66,33,26,30,41,87,26,291,139,29,442,60,5,81,135,253,2422,2021-03-31
48,37,82,485,17,102,15,23,23,46,98,11,360,145,14,342,99,8,65,148,194,2362,2021-04-01
46,63,38,525,12,134,33,30,22,41,69,33,378,116,46,144,106,4,75,156,163,2234,2021-04-02
22,47,50,296,15,30,8,16,11,43,43,6,339,33,10,60,107,8,39,124,69,1376,2021-04-03
3,30,2,29,7,1,0,0,1,0,23,0,15,0,2,12,4,1,1,0,7,138,2021-04-04
3,13,40,100,12,4,2,5,8,28,36,3,60,9,6,296,27,7,10,30,36,735,2021-04-05
16,8,50,370,22,62,8,32,20,22,57,10,244,63,17,314,76,0,22,133,103,1649,2021-04-06
71,64,78,678,18,88,54,40,22,126,103,33,430,150,105,442,134,17,68,150,346,3217,2021-04-07
39,69,66,618,22,52,38,30,18,59,105,8,386,148,24,346,143,14,85,151,178,2599,2021-04-08
40,38,59,594,20,79,34,42,29,71,92,25,379,105,45,305,148,2,63,134,231,2535,2021-04-09
37,81,53,245,10,68,31,29,16,68,30,16,300,13,9,288,103,15,38,120,47,1617,2021-04-10
2,53,6,101,1,1,0,5,0,1,54,1,22,3,5,11,88,3,4,49,12,422,2021-04-11
13,21,72,574,19,36,15,38,12,48,57,19,254,89,54,220,59,8,54,73,201,1936,2021-04-12
73,68,82,596,25,86,47,50,23,156,128,15,420,147,55,385,159,14,48,148,374,3099,2021-04-13
49,74,47,619,25,127,52,29,20,90,121,47,364,115,59,438,152,3,82,128,286,2927,2021-04-14
43,122,53,604,30,93,50,25,14,92,151,21,324,57,22,322,161,17,91,121,285,2698,2021-04-15
41,63,65,570,23,71,51,37,21,95,126,46,336,101,80,312,138,1,92,131,227,2627,2021-04-16
6,64,36,285,11,39,17,34,21,89,74,8,232,13,9,317,127,8,44,70,61,1565,2021-04-17
19,73,3,139,3,2,0,5,0,2,19,2,14,2,4,17,55,10,1,24,16,410,2021-04-18
28,37,54,554,20,59,29,41,8,34,90,21,267,61,58,271,80,6,65,93,230,2106,2021-04-19
73,93,70,657,23,92,75,55,27,162,110,21,330,121,54,462,147,1,84,99,361,3117,2021-04-20
43,77,32,578,15,104,76,49,21,100,156,57,277,135,119,308,121,30,98,131,358,2885,2021-04-21
51,172,46,552,16,96,42,46,21,97,153,20,234,62,26,285,142,7,82,107,272,2529,2021-04-22
36,85,32,552,22,45,61,40,10,93,103,35,266,108,100,271,131,22,116,114,293,2535,2021-04-23
34,35,17,250,2,14,15,25,13,90,81,9,157,11,3,233,109,13,72,31,40,1254,2021-04-24
0,57,3,138,5,0,0,1,0,4,51,1,12,1,9,13,65,1,2,22,25,410,2021-04-25
13,36,25,471,10,73,20,50,6,37,74,25,189,61,58,175,121,2,60,61,230,1797,2021-04-26
72,125,35,670,24,72,71,51,21,165,101,24,276,108,52,332,136,4,96,91,378,2904,2021-04-27
34,91,18,546,15,44,68,31,9,69,148,58,225,64,92,279,144,24,95,94,291,2439,2021-04-28
30,81,23,491,18,53,24,35,12,68,120,23,182,40,37,234,138,10,95,61,232,2007,2021-04-29
39,103,32,498,9,40,51,27,10,93,106,33,153,46,79,196,135,16,76,70,234,2046,2021-04-30
1,72,17,200,5,10,23,14,6,72,58,7,119,3,8,121,120,10,6,35,37,944,2021-05-01
6,16,0,115,3,3,4,7,0,3,23,0,7,2,0,6,85,9,1,36,23,349,2021-05-02
31,23,16,421,19,33,9,40,14,50,51,13,146,24,85,113,50,6,49,41,162,1396,2021-05-03
64,116,28,594,15,67,82,56,18,118,114,22,178,44,54,257,188,4,81,78,316,2494,2021-05-04
37,39,11,418,12,38,50,32,5,84,130,30,128,34,85,94,154,10,61,42,146,1640,2021-05-05
25,74,12,383,8,47,36,26,6,62,77,11,110,22,24,102,112,13,68,60,157,1435,2021-05-06
31,56,17,319,15,20,42,30,4,62,98,9,107,36,51,81,114,12,52,46,140,1342,2021-05-07
6,23,4,147,7,3,10,28,5,66,49,3,75,2,6,58,113,0,26,12,22,665,2021-05-08
15,11,0,76,1,18,2,2,0,6,26,0,10,2,3,6,48,7,0,6,14,253,2021-05-09
3,25,13,265,12,16,18,27,5,35,50,9,80,22,36,41,54,10,14,28,113,876,2021-05-10
38,18,29,375,10,25,28,26,15,97,94,11,144,30,40,90,126,6,48,32,189,1471,2021-05-11
24,54,16,232,10,13,35,20,5,60,112,18,98,25,41,52,97,1,32,28,91,1064,2021-05-12
25,36,13,239,9,19,30,17,4,51,69,5,61,15,15,72,83,17,21,19,106,926,2021-05-13
11,10,9,240,7,16,32,9,4,36,40,11,73,17,40,52,82,21,18,10,88,826,2021-05-14
11,39,6,112,4,2,5,9,2,25,62,2,41,7,7,52,43,3,15,12,21,480,2021-05-15
1,6,0,44,0,1,0,1,0,0,13,0,4,1,3,6,17,9,0,0,10,116,2021-05-16
5,5,8,164,3,16,11,14,5,18,26,7,43,10,25,26,27,1,9,16,52,491,2021-05-17
15,25,9,278,12,17,19,31,4,74,69,7,69,13,22,79,80,7,39,20,111,1000,2021-05-18
14,31,11,160,3,16,22,18,3,36,57,7,44,8,33,37,64,13,26,14,78,695,2021-05-19
13,19,8,132,5,14,9,13,12,8,34,9,35,8,9,45,32,11,14,19,76,525,2021-05-20
6,19,9,125,3,10,17,8,2,28,31,4,48,16,20,35,51,9,13,13,51,518,2021-05-21
8,12,3,69,0,1,3,9,4,18,15,1,19,3,8,23,36,0,7,6,6,251,2021-05-22
3,1,0,26,0,1,0,1,0,0,6,0,6,1,0,1,14,6,0,1,7,74,2021-05-23
6,0,3,98,2,6,14,5,2,13,18,5,42,13,14,13,25,6,5,6,27,323,2021-05-24
13,11,12,127,6,6,6,7,1,51,17,6,39,17,15,50,49,0,14,30,61,538,2021-05-25
7,6,5,95,7,10,17,2,4,14,18,3,22,8,28,19,40,5,16,22,27,375,2021-05-26
9,4,0,77,5,12,6,2,4,23,8,1,22,6,15,25,30,0,12,22,38,321,2021-05-27
8,17,3,84,3,6,3,5,5,14,26,2,28,8,17,19,27,6,6,16,35,338,2021-05-28
2,2,1,51,2,0,2,4,3,22,9,0,8,1,3,19,24,8,13,3,9,186,2021-05-29
0,0,0,14,1,0,0,1,0,0,4,0,2,3,0,0,12,1,0,0,2,40,2021-05-30
4,4,3,69,5,4,3,3,1,11,6,6,20,8,0,10,15,0,8,16,20,216,2021-05-31
20,18,2,86,5,9,12,7,4,28,16,1,31,11,12,34,38,4,12,19,63,432,2021-06-01
4,6,6,71,1,7,10,4,2,18,11,1,19,12,8,21,35,5,8,12,19,280,2021-06-02
1,3,2,19,3,1,1,2,0,0,5,0,12,0,3,10,11,7,0,6,2,88,2021-06-03
8,0,1,52,3,3,10,6,4,8,8,0,24,8,4,11,12,0,4,14,31,211,2021-06-04
7,10,0,28,3,2,1,5,1,18,7,1,6,9,6,25,17,0,5,0,6,157,2021-06-05
1,1,0,8,0,0,0,1,0,0,3,1,2,2,0,0,13,9,0,0,2,43,2021-06-06
1,0,4,42,4,2,5,5,5,10,8,3,16,10,3,6,14,1,10,21,8,178,2021-06-07
6,11,5,60,3,4,4,1,5,24,13,1,22,22,8,17,13,0,7,20,29,275,2021-06-08
4,11,0,34,3,1,4,1,2,15,10,2,13,5,2,14,17,6,1,24,15,184,2021-06-09
4,4,3,29,1,1,2,1,2,9,4,0,12,13,0,13,9,2,2,9,14,134,2021-06-10
0,2,3,21,0,2,5,2,2,6,4,0,17,12,4,9,4,4,5,11,12,125,2021-06-11
0,2,0,8,0,6,1,0,2,6,2,1,10,2,0,3,8,0,1,6,1,59,2021-06-12
1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,1,3,0,3,4,18,2021-06-13
0,5,4,13,4,3,1,1,0,6,3,0,8,3,3,9,2,5,3,16,7,96,2021-06-14
0,4,5,26,3,3,4,3,0,7,5,0,8,5,1,13,10,4,10,24,11,146,2021-06-15
0,1,5,23,0,2,2,0,0,6,5,0,6,4,3,8,2,1,4,16,7,95,2021-06-16
0,2,9,14,0,0,3,2,1,11,2,2,14,6,2,8,6,2,1,20,8,113,2021-06-17
1,3,3,10,1,0,1,0,0,7,5,0,3,5,0,5,6,3,1,26,4,84,2021-06-18
0,0,1,4,0,0,1,3,0,6,6,0,6,2,0,5,10,0,1,12,1,58,2021-06-19
0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,1,11,2021-06-20
1,1,14,6,0,2,0,0,1,3,2,1,4,4,2,10,1,1,1,19,2,75,2021-06-21
0,1,1,1,0,0,0,0,0,0,4,0,7,1,0,9,0,1,0,16,2,43,2021-06-22
0,0,6,10,0,1,2,2,1,4,5,0,14,7,2,4,4,0,5,34,0,101,2021-06-23
2,6,7,10,0,5,4,0,2,11,0,0,12,5,1,2,3,2,4,42,0,118,2021-06-24
1,1,2,8,1,0,0,3,1,2,0,1,12,0,1,4,6,1,5,34,3,86,2021-06-25
0,1,4,2,0,0,3,0,0,6,4,0,4,1,0,2,8,0,2,6,2,45,2021-06-26
0,0,0,3,0,0,0,0,0,0,1,0,4,0,0,3,3,0,0,0,0,14,2021-06-27
1,0,1,6,0,0,0,2,1,1,2,0,9,4,0,6,1,1,1,33,1,70,2021-06-28
1,2,4,9,1,3,3,1,1,15,2,0,19,6,1,8,10,1,3,43,3,136,2021-06-29
0,1,2,20,0,1,0,2,1,9,3,2,14,5,0,4,6,1,3,27,2,103,2021-06-30
0,1,2,7,0,1,3,0,1,0,3,0,10,3,1,4,1,0,7,46,2,92,2021-07-01
0,0,2,14,1,0,3,0,0,1,5,0,23,6,0,5,3,3,4,40,4,114,2021-07-02
0,2,3,4,0,0,0,0,1,2,4,0,11,4,2,3,3,0,1,16,0,56,2021-07-03
1,0,1,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9,2021-07-04
0,0,8,14,0,0,1,0,2,2,4,1,22,7,2,6,2,0,3,20,2,96,2021-07-05
0,1,9,19,0,1,2,1,1,8,8,1,15,7,1,10,5,0,3,43,6,141,2021-07-06
0,2,5,6,0,0,4,0,6,0,6,0,18,15,1,9,2,0,1,33,2,110,2021-07-07
0,0,10,9,0,0,5,4,0,0,8,1,1,8,2,10,0,0,5,23,1,87,2021-07-08
0,0,6,6,0,2,1,3,0,2,4,1,6,9,2,13,0,0,2,28,3,88,2021-07-09
0,0,7,5,2,5,4,0,0,3,3,0,8,0,0,5,1,0,3,12,0,58,2021-07-10
0,0,3,3,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,1,1,15,2021-07-11
0,0,10,8,0,2,5,2,1,1,0,0,5,14,1,12,3,0,2,15,2,83,2021-07-12
2,1,9,13,1,2,2,0,0,4,5,1,5,9,8,32,3,0,5,51,2,155,2021-07-13
1,0,15,17,1,0,9,0,0,2,10,0,6,13,1,29,4,1,4,26,0,139,2021-07-14
1,0,9,14,1,2,2,1,1,1,4,0,10,8,4,36,2,0,3,28,4,131,2021-07-15
1,2,10,18,0,2,6,2,0,2,4,0,8,12,0,38,1,0,2,30,1,139,2021-07-16
2,1,2,15,1,0,0,0,1,0,1,0,4,2,2,51,2,0,7,16,0,107,2021-07-17
0,1,2,11,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,18,2021-07-18
0,1,15,22,1,3,4,1,1,3,6,2,7,11,0,34,2,0,4,26,3,146,2021-07-19
2,0,13,33,1,2,6,2,0,0,6,0,5,12,2,54,9,0,2,36,6,191,2021-07-20
1,1,20,24,0,1,8,0,0,3,2,0,7,14,1,48,2,1,3,36,7,179,2021-07-21
2,1,20,27,0,3,1,1,3,1,2,3,6,6,3,48,2,0,2,34,11,176,2021-07-22
2,2,29,22,1,0,13,0,6,0,2,0,20,7,2,52,2,0,2,21,8,191,2021-07-23
2,2,12,16,0,2,2,0,0,2,5,0,7,1,3,43,3,0,1,20,4,125,2021-07-24
0,0,1,9,1,0,0,0,0,1,0,0,3,2,0,7,0,0,1,1,1,27,2021-07-25
4,3,36,38,2,2,1,0,1,1,6,1,8,7,5,41,0,1,4,25,7,193,2021-07-26
3,11,24,39,1,2,4,1,2,0,3,0,6,14,1,45,2,0,3,32,5,198,2021-07-27
1,1,35,35,1,0,0,0,0,0,5,0,11,7,3,38,6,1,3,26,15,188,2021-07-28
2,0,18,47,4,2,3,1,3,2,6,0,5,7,0,42,6,0,2,7,13,170,2021-07-29
2,1,22,57,5,5,5,3,3,4,1,1,8,9,2,48,3,3,5,16,15,218,2021-07-30
1,1,22,24,5,3,7,1,2,1,1,0,8,1,2,40,1,1,1,15,6,143,2021-07-31
0,0,3,11,1,1,0,0,0,0,1,0,1,2,0,4,0,0,0,3,2,29,2021-08-01
0,1,29,40,1,0,1,1,2,1,3,2,3,8,8,41,1,0,2,28,14,186,2021-08-02
2,2,19,59,5,3,3,5,3,1,6,1,7,17,10,61,7,0,1,38,21,271,2021-08-03
2,1,20,59,6,2,4,1,0,0,12,1,7,9,4,52,7,1,1,40,18,247,2021-08-04
1,3,4,10,5,2,0,1,2,0,2,0,6,2,1,56,0,0,1,6,6,108,2021-08-05
3,2,24,50,1,2,2,3,4,1,6,1,10,9,2,52,6,0,0,35,20,233,2021-08-06
4,0,16,39,5,2,0,1,4,3,4,1,8,5,1,66,5,0,3,28,18,213,2021-08-07
2,0,8,13,4,0,0,0,0,1,0,0,4,1,1,6,1,0,0,0,3,44,2021-08-08
1,8,23,44,0,4,3,4,7,4,7,2,6,16,7,70,1,0,3,20,16,246,2021-08-09
5,7,9,96,7,8,10,6,6,9,16,1,11,20,14,79,4,0,1,33,39,381,2021-08-10
5,6,12,92,10,2,3,1,7,4,7,0,11,33,3,69,5,0,1,28,34,333,2021-08-11
5,9,6,85,7,8,7,4,4,4,11,2,11,19,6,65,4,2,2,24,23,308,2021-08-12
2,13,19,91,8,9,3,2,10,2,10,3,16,20,6,78,13,1,2,25,34,367,2021-08-13
6,3,7,78,4,8,4,5,9,8,9,4,15,3,2,70,16,2,5,20,20,298,2021-08-14
0,0,2,16,6,0,0,0,0,1,2,0,0,1,0,12,0,0,1,2,3,46,2021-08-15
2,6,13,112,8,6,7,0,2,1,6,8,9,9,10,85,1,0,3,21,32,341,2021-08-16
15,19,18,101,11,13,17,10,7,9,20,1,15,17,18,130,11,1,4,35,52,524,2021-08-17
12,12,11,128,10,14,9,7,5,8,19,0,7,29,4,136,10,3,8,27,27,486,2021-08-18
14,17,12,116,8,11,8,8,6,3,17,4,13,5,6,131,4,4,13,27,41,468,2021-08-19
23,11,13,103,7,20,8,11,4,3,30,4,15,17,10,147,10,6,17,21,25,505,2021-08-20
14,21,7,76,4,13,5,4,4,8,26,3,17,3,4,101,8,9,5,18,23,373,2021-08-21
1,7,2,30,1,0,0,0,0,0,1,0,3,1,0,15,1,7,0,1,3,73,2021-08-22
6,13,13,109,4,3,6,7,4,5,24,0,19,16,12,154,7,1,5,27,35,470,2021-08-23
30,12,12,140,1,26,16,6,4,11,35,1,18,14,13,190,17,5,12,42,72,677,2021-08-24
18,22,19,111,16,32,8,10,4,14,33,1,19,22,18,184,9,14,20,33,31,638,2021-08-25
32,24,14,98,8,33,7,3,6,1,32,6,18,8,9,170,14,16,18,28,51,596,2021-08-26
18,19,14,122,7,26,4,10,5,7,47,7,14,13,5,159,8,16,19,29,46,595,2021-08-27
9,17,5,89,2,13,3,10,3,5,32,1,5,2,5,121,11,4,9,14,17,377,2021-08-28
1,3,12,35,3,1,0,0,1,1,4,0,1,1,4,20,6,9,1,25,11,139,2021-08-29
6,26,33,147,7,6,4,11,5,10,35,6,23,31,3,197,9,1,11,43,54,668,2021-08-30
27,24,19,166,14,15,17,17,11,7,62,8,26,2,14,221,16,4,29,43,63,805,2021-08-31
21,23,36,185,10,32,17,8,10,9,39,4,31,18,16,180,18,26,12,43,60,798,2021-09-01
23,30,13,182,7,27,10,18,9,7,30,13,44,21,14,178,33,16,29,37,75,816,2021-09-02
13,38,33,172,9,42,7,7,14,5,34,6,82,25,17,184,20,13,21,47,93,882,2021-09-03
